name	taxRank	genomeSize	numReads	numUniqueReads	abundance
Trueperella pyogenes	1661	2272494	72	0	0
Bradyrhizobium diazoefficiens	1355477	18211892	72	0	0
Acidovorax sp. KKS102	358220	5196935	71	5	0
Staphylococcus lugdunensis HKU09-01	698737	2658366	71	0	0
Staphylococcus lugdunensis N920143	1034809	2595888	71	0	0
Bradyrhizobium sp. CCGE-LA001	1223566	7833499	71	0	0
Micrococcus luteus NCTC 2665	465515	2501097	69	33	0
Bosea vaviloviae	1526658	6713548	66	0	0
Bosea sp. RAC05	1842539	5620120	66	0	0
Ralstonia insidiosa	190721	12164766	64	47	0
Stenotrophomonas	40323	4684682	61	0	0
Lysobacter antibioticus	84531	11681564	57	2	0
Rhodococcus opacus	37919	9001985	56	0	0
Xanthomonas	338	12262561	54	0	0
Kocuria palustris	71999	2854447	54	54	0
Rhodococcus jostii RHA1	101510	9702737	54	1	0
Pelotomaculum thermopropionicum SI	370438	3025375	52	52	0
Pseudoxanthomonas spadix	415229	3452554	52	0	0
Pseudoxanthomonas suwonensis	314722	3419049	51	0	0
Stigmatella aurantiaca DW4/3-1	378806	10260756	49	49	0
Corynebacterium	1716	2717615	48	47	0
Rhodopseudomonas palustris BisA53	316055	5505494	47	47	0
Staphylococcus epidermidis RP62A	176279	2643840	42	0	0
Staphylococcus epidermidis ATCC 12228	176280	2564615	41	0	0
Staphylococcus epidermidis PM221	1449752	2597508	41	0	0
Corynebacterium aurimucosum ATCC 700975	548476	2819226	37	34	0
Corynebacterium sp. ATCC 6931	1487956	2471920	37	37	0
Mesorhizobium ciceri	39645	6785241	36	0	0
Actinotignum schaalii	59505	2159306	36	0	0
Mesorhizobium amorphae CCNWGS0123	1082933	7343952	36	0	0
Comamonadaceae	80864	5402391	33	1	0
Brevundimonas sp. DS20	1532555	3475610	33	28	0
Mesorhizobium loti MAFF303099	266835	7596297	32	0	0
Mesorhizobium ciceri biovar biserrulae	278148	6880454	32	0	0
Human papillomavirus type 34	333764	7723	32	29	0
Roseateles	93681	0	31	0	0
Tobacco mosaic virus	12242	6395	30	30	0
Roseateles depolymerans	76731	5681722	30	3	0
Stenotrophomonas maltophilia	40324	4684682	29	28	0
Pseudomonas aeruginosa	287	6506218	28	1	0
Micromonosporaceae	28056	7146176	28	0	0
Delftia	80865	6767514	28	0	0
Acidovorax avenae	80867	5482170	28	0	0
Acidovorax sp. RAC01	1842533	4574859	28	0	0
Nocardia nova	37330	8348532	27	0	0
Corynebacterium casei LMG S-19264	1285583	3132213	26	26	0
Nocardioides	1839	4376707	24	0	0
Curtobacterium	2034	0	24	0	0
Pimelobacter	2044	0	24	0	0
Rathayibacter	33886	0	24	0	0
Corynebacterium atypicum	191610	2359448	24	24	0
Streptococcus anginosus C238	862971	2233640	24	0	0
Streptococcus anginosus subsp. whileyi MAS624	1353243	2122284	24	0	0
Ralstonia solanacearum	305	5652444	22	0	0
Corynebacterium urealyticum DSM 7109	504474	2369219	22	21	0
Caldivirga maquilingensis IC-167	397948	2077567	21	21	0
Lactobacillus johnsonii	33959	1907846	20	0	0
Lactobacillus gasseri ATCC 33323 = JCM 1131	324831	1894360	20	0	0
Simbu virus	35306	12172	19	9	0
Ralstonia mannitolilytica	105219	9915295	19	0	0
Sphingopyxis granuli	267128	4679853	19	19	0
Pantoea ananatis LMG 20103	706191	4703373	19	19	0
Brevundimonas sp. GW460-12-10-14-LB2	1827469	3263775	19	13	0
Ralstonia pickettii	329	6378979	17	0	0
Escherichia coli	562	7253110	17	0	0
Shigella sonnei	624	5137894	17	0	0
Gordonia	2053	5567155	17	0	0
Tsukamurella paurometabola	2061	4479724	17	0	0
Nocardia seriolae	37332	8304518	17	1	0
Phenylobacterium zucineum HLK1	450851	4379231	17	16	0
Ralstonia solanacearum Po82	1031711	5430263	17	0	0
Shigella flexneri 1a	374923	4853344	16	0	0
Bovine viral diarrhea virus 1	11099	12573	15	0	0
Pestivirus Giraffe-1	155905	12602	15	0	0
Streptomyces sp. RTd22	1841249	11142275	15	13	0
Corynebacterium glutamicum	1718	3768251	14	0	0
Propionibacterium acnes	1747	2515790	14	13	0
Rubrivivax	28067	5043253	14	0	0
Paracoccus denitrificans PD1222	318586	5236194	14	0	0
Methylobacterium sp. 4-46	426117	7737025	14	14	0
Alteromonas australica	589873	8766305	14	3	0
Methanobacterium formicicum	2162	7422571	13	0	0
Burkholderiales	80840	6491917	12	12	0
Corynebacterium imitans	156978	2565321	12	12	0
Actinosynnema mirum DSM 43827	446462	8248144	12	3	0
Alloactinosynnema sp. L-07	1653480	7405112	12	1	0
Rhodococcus equi 103S	685727	5043170	11	0	0
Lentzea sp. DHS C013	1586287	9997872	11	2	0
Methylibium petroleiphilum PM1	420662	4643639	10	10	0
Veillonella parvula DSM 2008	479436	2132142	10	10	0
Methylophilus sp. TWE2	1662285	3079044	10	6	0
Staphylococcus haemolyticus	1283	2697861	9	0	0
Clostridium perfringens	1502	3171211	9	0	0
Streptomyces reticuli	1926	9336224	9	2	0
Cucumber mosaic virus	12305	8623	9	0	0
Flavobacterium psychrophilum	96345	2803807	9	0	0
Staphylococcus haemolyticus JCSC1435	279808	2697861	9	0	0
Methanospirillum hungatei JF-1	323259	3544738	9	8	0
Alphapapillomavirus 9	337041	7906	9	2	0
Saccharothrix espanaensis DSM 44229	1179773	9360653	9	0	0
Staphylococcus warneri SG1	1194526	2560716	9	0	0
Staphylococcus pasteuri SP1	1276282	2559946	9	0	0
Klebsiella pneumoniae	573	8447597	8	1	0
Nocardia brasiliensis	37326	9436348	8	0	0
Nocardia farcinica	37329	6292344	8	0	0
Felis domesticus papillomavirus type 1	188524	8300	8	7	0
Klebsiella variicola	244366	5458505	8	0	0
Azospirillum thiophilum	528244	7609458	8	3	0
Olsenella uli DSM 7084	633147	2051896	8	7	0
Brevundimonas subvibrioides ATCC 15264	633149	3445263	8	2	0
Xanthomonas oryzae	347	17545599	7	0	0
Nocardia cyriacigeorgica	135487	6194645	7	0	0
Corynebacterium testudinoris	136857	2721226	7	7	0
Shamonda virus	159150	12104	7	5	0
Dickeya dadantii 3937	198628	4922802	7	7	0
Frankia inefficax	298654	8815781	7	1	0
[Polyangium] brachysporum	413882	6476147	7	3	0
Lysobacter capsici	435897	6391889	7	7	0
Candidatus Izimaplasma sp. HR1	1541959	1878735	7	7	0
Xanthomonas campestris	339	7516154	6	0	0
Xanthomonas citri	346	17318955	6	0	0
Streptococcus gordonii	1302	2196662	6	2	0
Nocardia	1817	7567967	6	0	0
Iotapapillomavirus 1	10567	7687	6	5	0
Staphylococcus saprophyticus	29385	2577899	6	1	0
Actinosynnema mirum	40567	8248144	6	0	0
Xanthomonas fragariae	48664	8565300	6	0	0
Saccharothrix espanaensis	103731	9360653	6	0	0
Caldanaerobacter subterraneus subsp. tengcongensis MB4	273068	2689445	6	6	0
Xanthomonas oryzae pv. oryzae MAFF 311018	342109	4940217	6	0	0
Burkholderia oklahomensis C6786	441162	7135022	6	0	0
Candidatus Amoebophilus asiaticus 5a2	452471	1884364	6	6	0
Ursus maritimus papillomavirus 1	461322	7582	6	6	0
Deferribacter desulfuricans SSM1	639282	2542933	6	6	0
Brachyspira hyodysenteriae ATCC 27164	1266923	3074045	6	5	0
Moraxella osloensis	34062	2649137	5	5	0
Collimonas fungivorans	158899	5186898	5	5	0
Rhodoferax ferrireducens	192843	4969784	5	0	0
Cyanobium gracile PCC 6307	292564	3342364	5	1	0
Human papillomavirus type 90	333769	8033	5	5	0
Flavobacterium johnsoniae UW101	376686	6096872	5	5	0
Aeromonas salmonicida subsp. salmonicida A449	382245	5040536	5	3	0
Methylotenera mobilis JLW8	583345	2547570	5	0	0
Methylotenera versatilis 301	666681	3059871	5	3	0
Human papillomavirus type 127	746832	7181	5	0	0
Eubacterium sulci ATCC 35585	888727	1739380	5	1	0
Human papillomavirus type 132	909331	7125	5	0	0
Human papillomavirus type 140	1070413	7341	5	4	0
Comamonas testosteroni P19	1191062	5649348	5	4	0
Sorangium cellulosum So0157-2	1254432	14782125	5	4	0
Bacillus subtilis subsp. subtilis str. OH 131.1	1404258	4039155	5	5	0
Rhodococcus sp. PBTS 2	1653479	5316948	5	0	0
Bosea sp. PAMC 26642	1792307	5510355	5	0	0
Mesorhizobium loti	381	7539018	4	0	0
Bacillus pumilus	1408	3704641	4	0	0
Clostridioides difficile	1496	5577074	4	0	0
Clostridium sporogenes	1509	8284974	4	0	0
Frankia	1854	7497934	4	0	0
Human papillomavirus type 6b	10600	7902	4	4	0
Streptomyces venezuelae	54571	18089227	4	1	0
Nocardioidaceae	85015	5978097	4	0	0
Corynebacterium camporealensis	161896	2451810	4	2	0
Corynebacterium singulare	161899	2830519	4	1	0
Methylobacillus flagellatus KT	265072	2971517	4	4	0
Clostridium acetobutylicum ATCC 824	272562	4132880	4	0	0
Clostridioides difficile 630	272563	8572939	4	0	0
Methanobrevibacter olleyae	294671	2201192	4	4	0
Streptomyces noursei ATCC 11455	316284	9815884	4	0	0
Deltapapillomavirus 4	337052	7945	4	0	0
Janthinobacterium sp. Marseille	375286	4110251	4	4	0
Ralstonia pickettii 12J	402626	5325729	4	3	0
Streptomyces griseus subsp. griseus NBRC 13350	455632	8545929	4	3	0
Streptococcus gordonii str. Challis substr. CH1	467705	2196662	4	0	0
Streptomyces cyaneogriseus subsp. noncyanogenus	477245	7762396	4	3	0
Mesorhizobium opportunistum WSM2075	536019	6884444	4	0	0
Clostridium carboxidivorans P7	536227	5752782	4	3	0
Rhodococcus opacus PD630	543736	9169032	4	0	0
Bacillus megaterium QM B1551	545693	5523192	4	4	0
Zymomonas mobilis subsp. pomaceae ATCC 29192	579138	2061413	4	2	0
Micromonospora aurantiaca ATCC 27029	644283	7025559	4	3	0
Archaeoglobus veneficus SNP6	693661	1901943	4	4	0
Amycolatopsis mediterranei S699	713604	20483699	4	0	0
Mesorhizobium australicum WSM2073	754035	6200534	4	0	0
Clostridium acetobutylicum EA 2018	863638	4132226	4	0	0
Methanosaeta concilii GP6	990316	3026645	4	4	0
Clostridium acetobutylicum DSM 1731	991791	4145581	4	0	0
Human papillomavirus type 126	1055684	7326	4	4	0
Planococcus halocryophilus	1215089	3424893	4	4	0
Leuconostoc gelidum JB7	1229756	1893499	4	4	0
Streptomyces sp. PAMC 26508	1265601	7630245	4	2	0
Bacillus infantis NRRL B-14911	1367477	4884713	4	4	0
Clostridium botulinum 202F	1415774	3914604	4	4	0
Canine papillomavirus 16	1619253	7796	4	4	0
Ottowia sp. oral taxon 894	1658672	2925783	4	4	0
Blautia sp. YL58	1796616	5128792	4	4	0
Azospirillum brasilense	192	13978806	3	1	0
Acinetobacter baumannii	470	3994952	3	2	0
Aeromonas hydrophila	644	4927671	3	1	0
Aeromonas veronii	654	4551783	3	0	0
Haemophilus influenzae	727	1901941	3	1	0
Rhodopseudomonas palustris	1076	5408501	3	1	0
Enterococcus faecalis	1351	2996992	3	0	0
Paenibacillus polymyxa	1406	5942566	3	0	0
Clostridium butyricum	1492	13843423	3	0	0
Mycobacterium	1763	5770040	3	0	0
Pseudonocardiaceae	2070	9499602	3	0	0
Mycoplasma mycoides	2102	2100167	3	2	0
Mycobacterium abscessus	36809	7033472	3	0	0
Pseudomonas azotoformans	47878	6859618	3	3	0
Streptomyces albulus	68570	9784577	3	0	0
Stenotrophomonas acidaminiphila	128780	4138297	3	2	0
Vibrio coralliilyticus	190893	17260629	3	0	0
Clostridium perfringens str. 13	195102	3085740	3	0	0
Clostridium perfringens ATCC 13124	195103	3256683	3	0	0
Mycobacterium sp. JS623	212767	7221766	3	2	0
Candidatus Solibacter usitatus Ellin6076	234267	9965640	3	3	0
Picrophilus torridus DSM 9790	263820	1545895	3	3	0
Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305	342451	2577899	3	0	0
Saccharopolyspora erythraea NRRL 2338	405948	8212805	3	0	0
Thermobispora bispora DSM 43833	469371	4189976	3	3	0
Thermomonospora curvata DSM 43183	471852	5639016	3	2	0
Sphaerobacter thermophilus DSM 20745	479434	3993764	3	3	0
Myxococcus fulvus HW-1	483219	9003593	3	2	0
Cyanothece sp. PCC 7822	497965	7841948	3	3	0
Pseudomonas chlororaphis	587753	6702062	3	2	0
Brevundimonas naejangsanensis	588932	2971535	3	2	0
Desulfurivibrio alkaliphilus AHT 2	589865	3097763	3	1	0
Blattabacterium sp. (Periplaneta americana) str. BPLAN	600809	640442	3	3	0
Desulfobacula toluolica Tol2	651182	5197905	3	3	0
Methylobacterium extorquens DM4	661410	6123851	3	1	0
Clostridium sp. BNL1100	755731	4613747	3	3	0
Thioflavicoccus mobilis 8321	765912	4137521	3	1	0
Clostridium saccharoperbutylacetonicum N1-4(HMT)	931276	6666445	3	3	0
Ignavibacterium album JCM 16511	945713	3658997	3	3	0
Human papillomavirus type 137	1070410	7236	3	2	0
Paraglaciecola psychrophila 170	1129794	5413691	3	3	0
Enterococcus faecalis D32	1206105	3062505	3	0	0
Streptomyces collinus Tu 365	1214242	8377286	3	2	0
Streptomyces sp. 769	1262452	10338286	3	0	0
Myxococcus hansupus	1297742	9490432	3	1	0
Sphingobium sp. TKS	1315974	6228879	3	0	0
Ralstonia pickettii DTP0602	1366050	8125850	3	0	0
Celeribacter marinus	1397108	3096705	3	3	0
Flavobacterium psychrophilum FPG101	1452725	2835130	3	0	0
Klebsiella quasipneumoniae	1463165	5586672	3	0	0
Francisella sp. CA97-1460	1542390	1861609	3	3	0
Streptomyces sp. 4F	1751294	8047771	3	2	0
Methyloversatilis sp. RAC08	1842540	3937190	3	0	0
Bos taurus papillomavirus 21	1887219	7149	3	3	0
Lysobacter	68	0	2	0	0
Leptothrix	88	4909403	2	0	0
Azospirillum lipoferum	193	7223069	2	0	0
Pseudomonas	286	6119631	2	0	0
Pseudomonas putida	303	6146834	2	1	0
Bradyrhizobium japonicum	375	9207384	2	0	0
Neisseria gonorrhoeae	485	2209297	2	0	0
Neisseria meningitidis	487	2222288	2	2	0
Providencia stuartii	588	4402109	2	0	0
Serratia marcescens	615	5135686	2	0	0
[Haemophilus] parasuis	738	2269156	2	2	0
Bdellovibrio bacteriovorus	959	3592845	2	0	0
Herbaspirillum seropedicae	964	5513887	2	0	0
Staphylococcus hyicus	1284	2472129	2	1	0
Planococcus kocurii	1374	3485580	2	2	0
Bacillus cereus	1396	6217228	2	0	0
Bacillus subtilis	1423	5309360	2	0	0
Bacillus thuringiensis	1428	6849293	2	1	0
Bacillus atrophaeus	1452	4168266	2	0	0
Clostridium scatologenes	1548	5749410	2	2	0
Acidipropionibacterium acidipropionici	1748	3656170	2	0	0
Mycobacterium avium	1764	6256976	2	1	0
Mycobacterium fortuitum	1766	6254616	2	2	0
Mycobacterium phlei	1771	5349645	2	1	0
Streptomyces ambofaciens	1889	8393598	2	1	0
Mycoplasma hominis	2098	690305	2	1	0
T4virus	10663	167434	2	0	0
Nostoc sp. PCC 7524	28072	6718869	2	2	0
Kineococcus	33981	4956672	2	0	0
Sinomonas atrocyanea	37927	4492204	2	2	0
Cyanothece sp. PCC 8801	41431	4787694	2	0	0
Streptomyces sampsonii	42239	7070328	2	1	0
Pseudomonas alcaligenes	43263	4406305	2	2	0
Acinetobacter pittii	48296	3862530	2	2	0
Pluralibacter gergoviae	61647	5489680	2	2	0
Mitsuaria	65047	0	2	0	0
Cyanothece sp. PCC 7424	65393	6554169	2	1	0
Fusobacterium nucleatum subsp. polymorphum	76857	5077430	2	0	0
Xanthobacter autotrophicus Py2	78245	5625098	2	2	0
Pseudoxanthomonas	83618	3435801	2	0	0
Clostridium aceticum	84022	4207037	2	2	0
Micrococcales	85006	3371359	2	0	0
Intrasporangiaceae	85021	4024382	2	0	0
Microbacteriaceae	85023	3217613	2	0	0
Nakamurellaceae	85031	6060298	2	0	0
Glycomycetaceae	85034	6841557	2	0	0
Pandoraea pnomenusa	93220	5429298	2	0	0
Frankia casuarinae	106370	5433628	2	1	0
Actinoplanes sp. SE50/110	134676	9239851	2	2	0
Azospirillum sp. B510	137722	7599738	2	1	0
Pseudomonas parafulva	157782	5087619	2	2	0
Novosphingobium resinovorum	158500	6918128	2	0	0
Pseudomonas putida KT2440	160488	6181873	2	1	0
Fusobacterium nucleatum subsp. nucleatum ATCC 25586	190304	2174500	2	0	0
Nocardioides sp. JS614	196162	5293685	2	0	0
Bradyrhizobium diazoefficiens USDA 110	224911	18211892	2	0	0
Myxococcus xanthus DK 1622	246197	9139763	2	2	0
Bdellovibrio bacteriovorus HD100	264462	3782950	2	0	0
Paraburkholderia xenovorans LB400	266265	19434089	2	0	0
Burkholderia vietnamiensis G4	269482	8391070	2	1	0
Rhodospirillum rubrum ATCC 11170	269796	4406557	2	0	0
Methylobacterium extorquens AM1	272630	6879778	2	1	0
Haemophilus influenzae 86-028NP	281310	1914490	2	0	0
Segniliparus rotundus	286802	3157527	2	0	0
Anaeromyxobacter dehalogenans 2CP-C	290397	5013479	2	1	0
Paucibacter	318147	0	2	0	0
Synechococcus sp. JA-2-3B'a(2-13)	321332	3046682	2	1	0
Ramlibacter tataouinensis TTB310	365046	4070193	2	1	0
Streptococcus mitis B6	365659	2146611	2	0	0
Microbacterium sp. XT11	367477	3475315	2	1	0
Candidatus Korarchaeum cryptofilum OPF8	374847	1590757	2	2	0
Lactobacillus backii	375175	14123253	2	0	0
Listeria welshimeri serovar 6b str. SLCC5334	386043	2814130	2	1	0
Rhizobium leguminosarum bv. trifolii WSM2304	395492	6872702	2	1	0
Cyanothece sp. PCC 8802	395962	4803347	2	0	0
Dinoroseobacter shibae DFL 12 = DSM 16493	398580	4417868	2	2	0
Shewanella baltica OS195	399599	5547544	2	0	0
Burkholderia cenocepacia MC0-3	406425	7971389	2	2	0
Sphingobium sp. MI1205	407020	4619375	2	2	0
Methylobacterium extorquens PA1	419610	5471154	2	1	0
Lactococcus garvieae ATCC 49156	420889	1950135	2	0	0
Lactococcus garvieae Lg2	420890	1963964	2	0	0
Mycoplasma mycoides subsp. capri str. GM12	436113	2173788	2	0	0
Pseudonocardia sp. AL041005-10	445576	6143341	2	2	0
Xylanimonas cellulosilytica DSM 15894	446471	3831380	2	1	0
Kocuria flava	446860	3638342	2	1	0
Kitasatospora setae KM-6054	452652	8783278	2	2	0
Pseudarthrobacter chlorophenolicus A6	452863	4980870	2	1	0
Methylobacterium nodulans ORS 2060	460265	8839022	2	1	0
Canine papillomavirus 4	464980	7742	2	2	0
Steroidobacter denitrificans	465721	3467246	2	0	0
Fusobacterium nucleatum subsp. vincentii 3_1_27	469602	2190228	2	0	0
Beutenbergia cavernae DSM 12333	471853	4669183	2	1	0
Eggerthella lenta DSM 2243	479437	3632260	2	0	0
Deinococcus deserti VCD115	546414	3855329	2	0	0
Corynebacterium doosanense CAU 212 = DSM 45436	558173	2698995	2	0	0
Synechococcus sp. KORDI-52	585425	2572069	2	0	0
Desulfarculus baarsii DSM 2075	644282	3655731	2	1	0
Corynebacterium kroppenstedtii DSM 44385	645127	2446804	2	1	0
Clostridioides difficile CD196	645462	4110554	2	0	0
Actinoplanes sp. N902-109	649831	9228054	2	1	0
Oscillibacter valericigenes Sjm18-20	693746	4470622	2	0	0
Shewanella baltica OS678	693973	5368767	2	0	0
Bacillus atrophaeus 1942	720555	4168266	2	0	0
Rahnella sp. Y9602	741091	5614252	2	0	0
Aequorivita sublithincola DSM 14238	746697	3520671	2	2	0
Amycolatopsis mediterranei U32	749927	10236715	2	0	0
Hydrogenophaga sp. PBC	795665	5232477	2	2	0
Corynebacterium variabile DSM 44702	858619	3433007	2	1	0
Streptomyces sp. SirexAA-E	862751	7414440	2	0	0
Haemophilus influenzae 10810	862964	1981535	2	0	0
Shinella sp. HZN7	879274	7354253	2	1	0
Cyclobacterium marinum DSM 745	880070	6221273	2	2	0
Caldilinea aerophila DSM 14535 = NBRC 104270	926550	5144873	2	1	0
Haemophilus influenzae F3047	935897	2007018	2	0	0
Saimiri sciureus papillomavirus 1	990304	7596	2	0	0
Burkholderia cepacia GG4	1009846	6467321	2	1	0
Rhodospirillum rubrum F11	1036743	4352825	2	0	0
Human papillomavirus type 144	1070417	7271	2	2	0
Herbaspirillum rubrisubalbicans M1	1078773	5611261	2	0	0
Canis familiaris papillomavirus 8	1081055	7784	2	0	0
Rahnella aquatilis HX2	1151116	5656799	2	0	0
Rupicapra rupicapra papillomavirus 1	1163708	7256	2	2	0
Streptomyces globisporus C-1027	1172567	7783599	2	1	0
Gloeocapsa sp. PCC 7428	1173026	5882710	2	2	0
Gilliamella apicola	1196095	3139412	2	2	0
Pseudomonas putida S12	1215087	6382434	2	0	0
Bacillus thuringiensis HD-771	1218175	6438373	2	0	0
Amycolatopsis mediterranei RB	1221524	10246864	2	0	0
Corynebacterium humireducens NBRC 106098 = DSM 45392	1223515	2681312	2	1	0
Corynebacterium maris DSM 45190	1224163	2833547	2	0	0
Clostridium tetani 12124569	1231072	2865850	2	1	0
Variovorax paradoxus B4	1246301	7148516	2	0	0
Mycobacterium tuberculosis str. Beijing/NITR203	1306400	4411128	2	0	0
Fusobacterium nucleatum subsp. nucleatum ChDC F316	1307428	2227266	2	0	0
Haemophilus influenzae KR494	1334187	1856176	2	0	0
Clostridium autoethanogenum DSM 10061	1341692	8704651	2	0	0
Adlercreutzia equolifaciens DSM 19450	1384484	2862526	2	1	0
Hymenobacter sp. DG25A	1385663	3777136	2	2	0
Streptomyces lydicus A02	1403539	9300149	2	2	0
Streptomyces albulus ZPM	1434306	9784577	2	1	0
Escherichia phage HY01	1434323	166977	2	0	0
Corynebacterium falsenii DSM 44353	1451189	2719616	2	1	0
Bacillus thuringiensis HD1002	1452729	6572702	2	0	0
Hymenobacter sp. PAMC 26554	1484116	5451254	2	2	0
Canis familiaris papillomavirus 6	1513269	8242	2	0	0
Paenibacillus sp. FSL R5-0345	1536770	6787172	2	1	0
Rhodococcus sp. PBTS 1	1653478	4251687	2	0	0
Escherichia phage HY03	1654926	170770	2	0	0
Massilia sp. NR 4-1	1678028	6361416	2	1	0
Pseudonocardia sp. HH130630-07	1690815	6680451	2	0	0
Candidatus Xiphinematobacter sp. Idaho Grape	1704307	915884	2	2	0
Serratia sp. YD25	1759437	5117644	2	1	0
Polaribacter vadi	1774273	3809314	2	2	0
Stenotrophomonas sp. KCTC 12332	1793721	4541594	2	1	0
Microbacterium sp. PAMC 28756	1795053	3539061	2	2	0
Bacillus phage AR9	1815509	251042	2	2	0
Escherichia phage vB_EcoM-UFV13	1815590	165772	2	0	0
Erysipelotrichaceae bacterium I46	1834207	4468295	2	0	0
Escherichia phage UFV-AREG1	1837867	170788	2	0	0
Sphingobium sp. RAC03	1843368	4369746	2	0	0
Arthrobacter sp. U41	1849032	4792631	2	2	0
Rhodobacter sp. LPB0142	1850250	3780829	2	0	0
Mycobacterium sp. djl-10	1879023	6579322	2	1	0
Bacteria	2	0	1	1	0
Myxococcus	32	9885694	1	0	0
Stigmatella aurantiaca	41	10260756	1	0	0
Archangium gephyra	48	12489432	1	0	0
Leptospira interrogans	173	5395453	1	0	0
Helicobacter pylori	210	1704012	1	1	0
Francisella tularensis	263	2819748	1	1	0
Bradyrhizobium	374	11894480	1	0	0
Sinorhizobium fredii NGR234	394	6891900	1	1	0
Methylobacterium	407	6606092	1	0	0
Enterobacter cloacae	550	5160721	1	0	0
Proteus mirabilis	584	3973324	1	0	0
Proteus vulgaris	585	3794983	1	0	0
Aeromonas schubertii	652	4400034	1	0	0
Vibrio parahaemolyticus	670	5172800	1	0	0
Chlamydia trachomatis	813	1068120	1	1	0
Desulfobulbus propionicus	894	3851869	1	0	0
Desulfococcus multivorans	897	4455399	1	1	0
Nitrobacter hamburgensis	912	5011522	1	0	0
Nitrobacter winogradskyi	913	3402093	1	0	0
Porphyrobacter neustonensis	1112	3090363	1	1	0
Synechococcus	1129	2719262	1	0	0
Piscirickettsia salmonis	1238	3450064	1	1	0
Staphylococcus aureus	1280	4189009	1	1	0
Staphylococcus simulans	1286	2647552	1	1	0
Staphylococcus xylosus	1288	8411206	1	1	0
Staphylococcus schleiferi	1295	12494798	1	0	0
Streptococcus pneumoniae	1313	2114821	1	1	0
Streptococcus anginosus	1328	2089210	1	1	0
Enterococcus faecium	1352	2979896	1	1	0
Enterococcus gallinarum	1353	3821349	1	1	0
Bacillus mycoides	1405	11312355	1	1	0
Lysinibacillus sphaericus	1421	14371778	1	0	0
Bacillus thuringiensis serovar morrisoni	1441	6179896	1	0	0
Clostridium botulinum	1491	4204997	1	0	0
Leifsonia xyli	1575	2635288	1	1	0
Lactobacillus reuteri	1598	2118918	1	1	0
Lactobacillus acetotolerans	1600	1704859	1	1	0
Lactobacillus fermentum	1613	2148561	1	0	0
Lactobacillus salivarius	1624	2082826	1	1	0
Corynebacteriaceae	1653	2717615	1	0	0
Bifidobacterium coryneforme	1687	1755151	1	0	0
Propionibacterium freudenreichii subsp. shermanii	1752	2675045	1	1	0
Actinobacteria	1760	4559667	1	0	0
Mycobacterium smegmatis	1772	20964686	1	1	0
Streptomyces albus	1888	6841649	1	0	0
Streptomyces hygroscopicus	1912	10333189	1	0	0
Methanobacteriales	2158	1865270	1	0	0
Methanotorris igneus	2189	1854197	1	0	0
Archaeoglobaceae	2232	2038875	1	0	0
Thermoproteaceae	2267	2059115	1	0	0
Thermofilum	2268	1783791	1	0	0
Desulfurococcus	2273	1354659	1	0	0
Pyrodictiaceae	2307	1755215	1	0	0
Homo	9605	0	1	0	0
Molluscum contagiosum virus subtype 1	10280	190289	1	1	0
Human papillomavirus type 7	10620	8027	1	1	0
Acidovorax	12916	4877171	1	0	0
Dactylococcopsis salina PCC 8305	13035	3781008	1	1	0
Sphingomonas	13687	5564099	1	0	0
Vibrio nigripulchritudo	28173	6322155	1	1	0
Clavibacter michiganensis	28447	3317670	1	1	0
Burkholderia pseudomallei	28450	7728704	1	1	0
Leptospira alstonii	28452	4591888	1	1	0
Moraxella ovis	29433	2306095	1	1	0
Amycolatopsis orientalis	31958	8982090	1	0	0
Achromobacter denitrificans	32002	6226215	1	1	0
Clavibacter michiganensis subsp. insidiosus	33014	3408062	1	1	0
Amycolatopsis mediterranei	33910	13655759	1	0	0
Bovine herpesvirus 5	35244	137821	1	0	0
Lambdapapillomavirus 2	35258	8607	1	1	0
Streptomyces pristinaespiralis	38300	8532592	1	1	0
Ureaplasma parvum serovar 3	38504	727289	1	1	0
Dialister pneumosintes	39950	1274073	1	1	0
Mycoplasma mycoides subsp. capri	40477	1085764	1	0	0
Thioploca ingrica	40754	4810005	1	1	0
Methanococcus aeolicus	42879	1569500	1	0	0
Kutzneria albida	43357	9874926	1	0	0
Vibrio scophthalmi	45658	9728927	1	1	0
Sphingobium chlorophenolicum	46429	4573221	1	0	0
Streptomyces lydicus	47763	9300149	1	0	0
Pseudomonas corrugata	47879	6124363	1	1	0
Pseudomonas citronellolis	53408	14631203	1	1	0
Nocardiopsis alba	53437	5848211	1	0	0
Raoultella ornithinolytica	54291	5398151	1	0	0
Oscillatoria acuminata PCC 6304	56110	7804270	1	0	0
Burkholderia thailandensis	57975	6739614	1	1	0
Paenibacillus peoriae	59893	6219815	1	0	0
Cyanobium gracile	59930	3342364	1	0	0
Kluyvera intermedia	61648	6166452	1	1	0
Acinetobacter sp. ADP1	62977	3598621	1	1	0
Zobellia galactanivorans	63186	5521712	1	1	0
Nostoc punctiforme PCC 73102	63737	9059191	1	1	0
Halothece sp. PCC 7418	65093	4179170	1	1	0
Streptomyces griseochromogenes	68214	10764674	1	1	0
Pseudomonas sp. VLB120	69328	5966222	1	1	0
Pyrococcus horikoshii OT3	70601	1738505	1	1	0
Klebsiella pneumoniae subsp. pneumoniae	72407	76960750	1	0	0
Prochlorococcus marinus str. MIT 9313	74547	2410873	1	1	0
Delftia acidovorans	80866	6767514	1	0	0
