name	taxRank	genomeSize	numReads	numUniqueReads	abundance
Sphingopyxis granuli	species	4679853	1	0	0
Methanosarcina barkeri str. Fusaro	leaf	4873766	1	1	0
Cytophaga hutchinsonii ATCC 33406	leaf	4433218	1	0	0
Sulfolobus tokodaii str. 7	leaf	2694756	1	1	0
Thermoplasma volcanium GSS1	leaf	1584804	1	1	0
Serratia marcescens subsp. marcescens Db11	leaf	5113802	1	0	0
Actinoplanes phage phiAsp2	species	58638	1	1	0
Bradyrhizobium sp. BTAi1	species	8493513	1	0	0
Bacillus cereus E33L	leaf	11690016	1	0	0
Renibacterium salmoninarum ATCC 33209	leaf	3155250	1	1	0
Chromohalobacter salexigens DSM 3043	leaf	3696649	1	1	0
Clostridium beijerinckii NCIMB 8052	leaf	6000632	1	0	0
Prosthecochloris aestuarii DSM 271	leaf	2579695	1	1	0
Thiobacillus denitrificans ATCC 25259	leaf	2909809	1	1	0
Flavonifractor plautii	species	3818500	1	1	0
Enterobacter ludwigii	species	4952770	1	0	0
Corynebacterium jeikeium K411	leaf	2476822	1	0	0
Haloferax volcanii DS2	leaf	4012900	1	1	0
Parvularcula bermudensis HTCC2503	leaf	2902643	1	1	0
Alteromonas mediterranea	species	4592176	1	0	0
Pseudoxanthomonas suwonensis	species	3419049	1	0	0
Rhodopseudomonas palustris BisB18	leaf	5513844	1	1	0
Aliivibrio salmonicida LFI1238	leaf	4655660	1	0	0
Deinococcus geothermalis DSM 11300	leaf	3247018	1	1	0
Beggiatoa leptomitiformis	species	4265296	1	0	0
Nitrosococcus oceani ATCC 19707	leaf	3522111	1	1	0
Sulfurimonas denitrificans DSM 1251	leaf	2201561	1	0	0
Frankia alni ACN14a	leaf	7497934	1	1	0
Burkholderia pseudomallei Pasteur 52237	leaf	7325318	1	0	0
Finegoldia magna ATCC 29328	leaf	1986740	1	1	0
Mycoplasma capricolum subsp. capricolum ATCC 27343	leaf	1010023	1	1	0
Papiine herpesvirus 2	species	156487	1	1	0
Geobacter pickeringii	species	3618700	1	0	0
Psychrobacter sp. PRwf-1	species	2995049	1	1	0
Hahella chejuensis KCTC 2396	leaf	7215267	1	1	0
Mycobacterium vanbaalenii PYR-1	leaf	6491865	1	1	0
Acidothermus cellulolyticus 11B	leaf	2443540	1	1	0
Orientia tsutsugamushi str. Boryong	leaf	2127051	1	1	0
Ramlibacter tataouinensis TTB310	leaf	4070193	1	1	0
Caulobacter sp. K31	species	5889399	1	1	0
Xanthomonas fuscans subsp. fuscans	subspecies	5088683	1	1	0
Salinispora tropica CNB-440	leaf	5183331	1	0	0
Synechococcus sp. PCC 73109	species	3298676	1	0	0
Janthinobacterium sp. Marseille	species	4110251	1	1	0
Flavobacterium johnsoniae UW101	leaf	6096872	1	1	0
Acidithiobacillus ferrooxidans ATCC 53993	leaf	2885038	1	1	0
Pyrobaculum islandicum DSM 4184	leaf	1826402	1	1	0
Cycloclasticus sp. P1	species	2363215	1	0	0
Sulfurovum sp. NBC37-1	species	2562277	1	0	0
Salinispora arenicola CNS-205	leaf	5786361	1	0	0
Granulibacter bethesdensis CGDNIH1	leaf	2708355	1	1	0
Sphingomonas wittichii RW1	leaf	5915246	1	0	0
Rhodopseudomonas palustris TIE-1	leaf	5744041	1	0	0
Thioalkalivibrio sulfidiphilus HL-EbGr7	leaf	3464554	1	1	0
Acidovorax citrulli AAC00-1	leaf	5352772	1	1	0
Serratia proteamaculans 568	leaf	5495657	1	1	0
Pontibacter korlensis	species	5462537	1	1	0
Virgibacillus sp. SK37	species	3841730	1	1	0
Anaeromyxobacter sp. Fw109-5	species	5277990	1	1	0
Saccharopolyspora erythraea NRRL 2338	leaf	8212805	1	0	0
Xenorhabdus bovienii SS-2004	leaf	4225498	1	1	0
Vibrio cholerae 2740-80	leaf	4088961	1	1	0
Pseudothermotoga lettingae TMO	leaf	2135342	1	0	0
Azoarcus olearius	species	4451751	1	0	0
Methanobrevibacter smithii ATCC 35061	leaf	1853160	1	0	0
Lactococcus garvieae ATCC 49156	leaf	1950135	1	0	0
Lactococcus garvieae Lg2	leaf	1963964	1	0	0
Rhizobium sp. IRBG74	species	5464982	1	0	0
Methylobacterium radiotolerans JCM 2831	leaf	6899110	1	0	0
Serratia marcescens WW4	leaf	5244703	1	0	0
Azorhizobium caulinodans ORS 571	leaf	5369772	1	1	0
Burkholderia oklahomensis C6786	leaf	7135022	1	1	0
Methylobacterium populi BJ001	leaf	5848997	1	0	0
Hoyosella subflava DQS3-9A1	leaf	4863490	1	1	0
Streptomyces sp. CNQ-509	species	8039333	1	1	0
Pseudonocardia sp. AL041005-10	species	6143341	1	1	0
Pandoraea thiooxydans	species	4464186	1	1	0
Cellulomonas flavigena DSM 20109	leaf	4123179	1	1	0
Stackebrandtia nassauensis DSM 44728	leaf	6841557	1	1	0
Xylanimonas cellulosilytica DSM 15894	leaf	3831380	1	1	0
Opitutus terrae PB90-1	leaf	5957605	1	1	0
Anaeromyxobacter dehalogenans 2CP-1	leaf	5029329	1	0	0
Streptomyces griseus subsp. griseus NBRC 13350	leaf	8545929	1	1	0
Macrococcus caseolyticus JCSC5402	leaf	2219737	1	0	0
Candidatus Cloacimonas acidaminovorans str. Evry	leaf	2246820	1	1	0
Streptomyces sp. Mg1	species	8716193	1	0	0
Thermobispora bispora DSM 43833	leaf	4189976	1	1	0
Beutenbergia cavernae DSM 12333	leaf	4669183	1	1	0
Jonesia denitrificans DSM 20603	leaf	2749646	1	1	0
Xanthomonas citri pv. malvacearum	leaf	5123943	1	0	0
Halobacterium salinarum R1	leaf	2668776	1	0	0
Kytococcus sedentarius DSM 20547	leaf	2785024	1	1	0
Nakamurella multipartita DSM 44233	leaf	6060298	1	1	0
Catenulispora acidiphila DSM 44928	leaf	10467782	1	1	0
Kribbella flavida DSM 17836	leaf	7579488	1	1	0
Eggerthella lenta DSM 2243	leaf	3632260	1	1	0
Myroides profundi	species	4064534	1	0	0
Sphingobium sp. YBL2	species	5427419	1	0	0
Pelosinus sp. UFO1	species	5115410	1	0	0
Desulfotomaculum acetoxidans DSM 771	leaf	4545624	1	1	0
Serratia sp. SCBI	species	5101896	1	0	0
Burkholderia metallica	species	7424240	1	0	0
Lactobacillus reuteri SD2112	leaf	2316838	1	1	0
Anoxybacillus flavithermus WK1	leaf	2846746	1	1	0
Kosakonia oryzae	species	5303342	1	0	0
Clostridium botulinum A3 str. Loch Maree	leaf	4259691	1	1	0
Edwardsiella tarda EIB202	leaf	3804166	1	0	0
Oligotropha carboxidovorans OM5	leaf	7641703	1	1	0
Rufibacter tibetensis	species	5413467	1	0	0
Streptobacillus moniliformis DSM 12112	leaf	1673280	1	1	0
Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	leaf	3205686	1	0	0
Caldicellulosiruptor bescii DSM 6725	leaf	2931662	1	0	0
Anaerococcus prevotii DSM 20548	leaf	1998633	1	1	0
Gordonia bronchialis DSM 43247	leaf	5290012	1	1	0
Azospirillum thiophilum	species	7609458	1	0	0
Acidovorax ebreus TPSY	leaf	3796573	1	1	0
Clostridium carboxidivorans P7	leaf	5752782	1	1	0
Rhodococcus opacus PD630	leaf	9169032	1	0	0
Filifactor alocis ATCC 35896	leaf	1931012	1	1	0
Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 = LMG 10505	leaf	2313752	1	0	0
Ferrimonas balearica DSM 9799	leaf	4279159	1	1	0
Streptococcus equi subsp. zooepidemicus MGCS10565	leaf	2024171	1	0	0
Listeria monocytogenes HCC23	leaf	2976212	1	0	0
Achromobacter xylosoxidans C54	leaf	6131060	1	0	0
Brachyspira hyodysenteriae WA1	leaf	3036634	1	0	0
Caulobacter crescentus NA1000	leaf	4042929	1	0	0
Bordetella bronchiseptica 253	leaf	5264383	1	0	0
Luteipulveratus mongoliensis	species	5420910	1	0	0
Arcobacter nitrofigilis DSM 7299	leaf	3192235	1	0	0
Ilyobacter polytropus DSM 2926	leaf	3132314	1	1	0
Ruminiclostridium thermocellum DSM 2360	leaf	3577579	1	0	0
Clostridium cellulovorans 743B	leaf	5262222	1	0	0
Sediminispirochaeta smaragdinae DSM 11293	leaf	4653970	1	0	0
Sideroxydans lithotrophicus ES-1	leaf	3003656	1	1	0
Geobacillus sp. Y4.1MC1	species	3911947	1	0	0
Methylotenera mobilis JLW8	leaf	2547570	1	0	0
Roseburia hominis A2-183	leaf	3592125	1	1	0
Desulfurivibrio alkaliphilus AHT 2	leaf	3097763	1	0	0
Bacillus megaterium DSM 319	leaf	5097447	1	1	0
Pantoea sp. At-9b	species	6312783	1	1	0
Thermococcus gammatolerans EJ3	leaf	2045438	1	0	0
Cellulomonas gilvus ATCC 13127	leaf	3526441	1	0	0
Alicycliphilus denitrificans BC	leaf	4835713	1	1	0
Rhodococcus opacus B4	leaf	8834939	1	0	0
Bacillus beveridgei	species	3582268	1	1	0
Arsenophonus symbiont of Lipoptena fortisetosa	species	836724	1	0	0
Geobacillus thermoglucosidasius C56-YS93	leaf	3993793	1	0	0
Mycoplasma hyorhinis DBS 1050	leaf	837447	1	0	0
Acidithiobacillus caldus ATCC 51756	leaf	2987045	1	0	0
Ruminiclostridium thermocellum DSM 1313	leaf	3561619	1	0	0
Starkeya novella DSM 506	leaf	4765023	1	1	0
Acidovorax avenae subsp. avenae ATCC 19860	leaf	5482170	1	1	0
Methanohalobium evestigatum Z-7303	leaf	2406232	1	0	0
Thaumarchaeota	phylum	0	1	0	0
Desulfobacula toluolica Tol2	leaf	5197905	1	0	0
Arthrobacter alpinus	species	8380101	1	1	0
Halanaerobium hydrogeniformans	species	2613117	1	1	0
Mycobacterium tuberculosis W-148	leaf	4418548	1	0	0
Legionella longbeachae NSW150	leaf	4149158	1	1	0
Propionibacterium sp. oral taxon 193	species	2649207	1	0	0
Rothia mucilaginosa DY-18	leaf	2264603	1	0	0
Rhodococcus equi 103S	leaf	5043170	1	1	0
Cronobacter turicensis z3032	leaf	4599092	1	0	0
Marseillevirus marseillevirus	species	368454	1	1	0
Paenibacillus larvae subsp. larvae DSM 25430	leaf	4056006	1	1	0
Rhizobium tropici CIAT 899	leaf	6686334	1	1	0
Thermoanaerobacterium thermosaccharolyticum M0795	leaf	2894276	1	1	0
Edwardsiella tarda FL6-60	leaf	3728801	1	0	0
Campylobacter virus CP220	species	177534	1	0	0
Campylobacter virus CPt10	species	175720	1	0	0
Acidithiobacillus ferrivorans SS3	leaf	3207552	1	1	0
Pseudomonas fulva 12-X	leaf	4920769	1	0	0
Pseudoxanthomonas suwonensis 11-1	leaf	3419049	1	0	0
Deinococcus gobiensis I-0	leaf	4406036	1	0	0
Halobacteroides halobius DSM 5150	leaf	2649255	1	0	0
Clostridium ljungdahlii DSM 13528	leaf	4630065	1	0	0
Thermus oshimai JL-2	leaf	2401329	1	0	0
Methylophaga nitratireducenticrescens	species	3137191	1	1	0
Rubinisphaera brasiliensis DSM 5305	leaf	6006602	1	1	0
Burkholderia sp. RPE67	species	8685756	1	1	0
Sulfurospirillum barnesii SES-3	leaf	2510109	1	0	0
Haliscomenobacter hydrossis DSM 1100	leaf	8771651	1	0	0
Desulfotomaculum kuznetsovii DSM 6115	leaf	3601386	1	0	0
Salinibacter ruber M8	leaf	3832918	1	1	0
Marichromatium purpuratum 984	leaf	3779112	1	1	0
Frateuria aurantia DSM 6220	leaf	3603458	1	1	0
Lactobacillus delbrueckii subsp. bulgaricus ND02	leaf	2131976	1	1	0
Opitutaceae bacterium TAV5	species	7417673	1	1	0
Bacillus methanolicus MGA3	leaf	3425208	1	0	0
Natrinema pellirubrum DSM 15624	leaf	4354100	1	1	0
Corynebacterium variabile DSM 44702	leaf	3433007	1	1	0
alpha proteobacterium HIMB5	species	1343202	1	0	0
Halobacteriovorax marinus SJ	leaf	3437906	1	0	0
Clostridium beijerinckii ATCC 35702	leaf	5999050	1	0	0
Halobacillus halophilus DSM 2266	leaf	4170008	1	1	0
Ornithobacterium rhinotracheale DSM 15997	leaf	2399175	1	0	0
Turneriella parva DSM 21527	leaf	4409302	1	1	0
Mycoplasma hyorhinis HUB-1	leaf	839615	1	0	0
Flexibacter litoralis DSM 6794	leaf	4919337	1	1	0
Muricauda ruestringensis DSM 13258	leaf	3842422	1	1	0
Methylobacterium sp. AMS5	species	5599206	1	0	0
Caldilinea aerophila DSM 14535 = NBRC 104270	leaf	5144873	1	1	0
Owenweeksia hongkongensis DSM 17368	leaf	4000057	1	1	0
Anaerolinea thermophila UNI-1	leaf	3532378	1	1	0
Streptococcus oralis Uo5	leaf	1958690	1	0	0
Clostridium saccharoperbutylacetonicum N1-4(HMT)	leaf	6666445	1	1	0
Pseudomonas putida BIRD-1	leaf	5731541	1	0	0
Enterobacter aerogenes EA1509E	leaf	5591105	1	0	0
Corynebacterium pseudotuberculosis CIP 52.97	leaf	2320595	1	0	0
Mycoplasma hyorhinis MCLD	leaf	829709	1	0	0
Microbacterium testaceum StLB037	leaf	3982034	1	1	0
Chloracidobacterium thermophilum B	leaf	3695372	1	1	0
Glaciecola sp. 4H-3-7+YE-5	species	5393591	1	1	0
Burkholderia cepacia ATCC 25416	leaf	8605945	1	1	0
Rubrivivax gelatinosus IL144	leaf	5043253	1	1	0
Staphylococcus pseudintermedius ED99	leaf	2572216	1	0	0
Paenibacillus terrae HPL-003	leaf	6083395	1	1	0
Acidithiobacillus caldus SM-1	leaf	3237599	1	0	0
Methanosaeta concilii GP6	leaf	3026645	1	1	0
Riemerella anatipestifer RA-GD	leaf	2166384	1	0	0
Pseudomonas brassicacearum subsp. brassicacearum NFM421	leaf	6843248	1	1	0
Bacteroides dorei CL03T12C01	leaf	5310365	1	1	0
Streptococcus suis ST1	leaf	2034321	1	0	0
Streptococcus suis D12	leaf	2183059	1	0	0
Metallosphaera cuprina Ar-4	leaf	1840348	1	0	0
Campylobacter insulaenigrae NCTC 12927	leaf	1465081	1	1	0
Advenella kashmirensis WT001	leaf	4423879	1	1	0
Bradyrhizobium japonicum USDA 6	leaf	9207384	1	0	0
Candidatus Arthromitus sp. SFB-rat-Yit	species	1515556	1	1	0
Enterobacter cloacae EcWSU1	leaf	4798091	1	0	0
Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1	leaf	3124048	1	0	0
Corynebacterium epidermidicanis	species	2692072	1	1	0
Streptococcus equi subsp. zooepidemicus ATCC 35246	leaf	2167264	1	0	0
Vibrio tubiashii ATCC 19109	leaf	5540337	1	1	0
Rhodococcus fascians D188	leaf	5502110	1	1	0
Caldisphaera lagunensis DSM 15908	leaf	1546846	1	1	0
Amycolatopsis methanolica 239	leaf	7237391	1	1	0
Thermacetogenium phaeum DSM 12270	leaf	2939057	1	1	0
Melissococcus plutonius DAT561	leaf	2045253	1	1	0
Pantoea ananatis PA13	leaf	4867131	1	0	0
Clavibacter michiganensis subsp. nebraskensis NCPPB 2581	leaf	3063596	1	0	0
Enterobacter cloacae subsp. dissolvens SDM	leaf	4968248	1	0	0
Chromobacterium vaccinii	species	5041230	1	1	0
Mycoplasma hyorhinis SK76	leaf	836897	1	0	0
Pseudothermotoga elfii DSM 9442 = NBRC 107921	leaf	2169860	1	0	0
Pantoea ananatis LMG 5342	leaf	4908144	1	0	0
Pseudomonas protegens CHA0	leaf	6867980	1	1	0
Nocardia cyriacigeorgica GUH-2	leaf	6194645	1	1	0
Mycoplasma hyorhinis GDL-1	leaf	837480	1	0	0
Mycobacterium marinum E11	leaf	6450522	1	0	0
Dehalobacter sp. CF	species	3092048	1	0	0
Nocardia brasiliensis ATCC 700358	leaf	9436348	1	1	0
Ruminiclostridium thermocellum AD2	leaf	3554854	1	0	0
Dehalobacter sp. DCA	species	3069953	1	0	0
Pararhodospirillum photometricum DSM 122	leaf	3876289	1	1	0
Amycolatopsis orientalis HCCB10007	leaf	8982090	1	1	0
Providencia stuartii MRSN 2154	leaf	4402109	1	1	0
Cronobacter dublinensis subsp. dublinensis LMG 23823	leaf	4628405	1	1	0
Sulfuricella denitrificans skB26	leaf	3217213	1	1	0
Corynebacterium pseudotuberculosis 258	leaf	2369817	1	0	0
Pyrococcus sp. ST04	species	1736885	1	1	0
Planococcus antarcticus DSM 14505	leaf	3804624	1	0	0
Rhodovulum sulfidophilum DSM 1374	leaf	4347929	1	0	0
Staphylococcus warneri SG1	leaf	2560716	1	0	0
Bacillus thuringiensis MC28	leaf	6694533	1	0	0
Human papillomavirus type 154	species	7286	1	1	0
Bacillus oceanisediminis 2691	leaf	5848607	1	0	0
Mycobacterium haemophilum DSM 44634	leaf	4235765	1	1	0
Aeromonas media WS	leaf	4788430	1	1	0
Enterobacter cloacae subsp. cloacae ENHKU01	leaf	4726582	1	0	0
Vibrio parahaemolyticus BB22OP	leaf	5103524	1	0	0
Pseudomonas putida S12	leaf	6382434	1	0	0
Mannheimia haemolytica USDA-ARS-USMARC-184	leaf	2524796	1	0	0
Corynebacterium humireducens NBRC 106098 = DSM 45392	leaf	2681312	1	0	0
Corynebacterium vitaeruminis DSM 20294	leaf	2931780	1	1	0
Gluconobacter oxydans H24	leaf	3816232	1	1	0
Hymenobacter swuensis DY53	leaf	5252070	1	0	0
Leuconostoc gelidum JB7	leaf	1893499	1	1	0
Clostridium tetani 12124569	leaf	2865850	1	1	0
Janthinobacterium sp. B9-8	species	4726850	1	1	0
Candidatus Methanomethylophilus alvus Mx1201	leaf	1666795	1	0	0
Sodalis praecaptivus	species	5159425	1	1	0
Klebsiella pneumoniae CG43	leaf	5166857	1	0	0
Mycoplasma cynos C142	leaf	998123	1	1	0
Mannheimia haemolytica USDA-ARS-USMARC-183	leaf	2658332	1	0	0
Burkholderia thailandensis 34	leaf	7120198	1	0	0
Burkholderia thailandensis MSMB59	leaf	6739500	1	0	0
Bacillus thuringiensis serovar kurstaki str. HD-1	leaf	6766594	1	0	0
Edwardsiella piscicida	species	3857040	1	0	0
Brachyspira hyodysenteriae ATCC 27164	leaf	3074045	1	0	0
Mycoplasma synoviae ATCC 25204	leaf	846495	1	0	0
Frischella perrara	species	2692351	1	1	0
Riemerella anatipestifer RA-CH-2	leaf	2166321	1	0	0
Staphylococcus pasteuri SP1	leaf	2559946	1	0	0
Myxococcus stipitatus DSM 14675	leaf	10350586	1	1	0
Bacillus thuringiensis serovar kurstaki str. HD73	leaf	5908575	1	0	0
Raoultella ornithinolytica B6	leaf	5398151	1	0	0
Edwardsiella piscicida C07-087	leaf	3857040	1	0	0
Pseudomonas denitrificans ATCC 13867	leaf	5696307	1	0	0
Myxococcus hansupus	species	9490432	1	1	0
Dokdonella koreensis DS-123	leaf	4446619	1	1	0
Isoptericola dokdonensis DS-3	leaf	3826972	1	0	0
Mucilaginibacter sp. PAMC 26640	species	5618021	1	1	0
Pseudomonas knackmussii B13	leaf	6162905	1	0	0
bacterium L21-Spi-D4	species	4812386	1	1	0
Deinococcus soli' Cha et al. 2014	species	3236984	1	0	0
Mycobacterium tuberculosis EAI5/NITR206	leaf	4390306	1	0	0
Serratia sp. FS14	species	5249875	1	0	0
Rhizobium etli bv. mimosae str. Mim1	leaf	7197998	1	1	0
Borrelia hermsii CC1	leaf	922280	1	0	0
Paenibacillus durus ATCC 35681	leaf	5575484	1	1	0
Calothrix sp. 336/3	species	6420126	1	1	0
Palaeococcus pacificus DY20341	leaf	1859370	1	0	0
Archaeoglobus fulgidus DSM 8774	leaf	2316287	1	0	0
Pandoravirus dulcis	species	1908524	1	1	0
Mycobacterium vaccae 95051	leaf	6235754	1	1	0
Bacteroides ovatus V975	leaf	6475296	1	0	0
Comamonas testosteroni TK102	leaf	6062703	1	1	0
Klebsiella pneumoniae HK787	leaf	5329385	1	0	0
Burkholderia cepacia JBK9	leaf	8481212	1	1	0
Exiguobacterium sp. MH3	species	3164195	1	0	0
Ornithobacterium rhinotracheale ORT-UMN 88	leaf	2397867	1	0	0
Clostridium botulinum CDC_1436	leaf	4365669	1	1	0
Pseudomonas sp. TKP	species	7012672	1	0	0
Pandoraea pnomenusa 3kgm	leaf	5429298	1	0	0
Ehrlichia muris AS145	leaf	1196717	1	1	0
Clostridium pasteurianum NRRL B-598	leaf	6186879	1	1	0
Methanosarcina horonobensis HB-1 = JCM 15518	leaf	5018607	1	1	0
Methanosarcina mazei C16	leaf	4166241	1	0	0
Methanosarcina mazei LYC	leaf	4154344	1	0	0
Methanosarcina mazei SarPi	leaf	4066551	1	0	0
Methanosarcina mazei WWM610	leaf	4096482	1	0	0
Xenorhabdus nematophila AN6/1	leaf	4586662	1	0	0
Bacillus sp. Pc3	species	3982168	1	0	0
Bifidobacterium kashiwanohense PV20-2	leaf	2370978	1	0	0
Aeromonas hydrophila YL17	leaf	4796281	1	0	0
Kutzneria albida DSM 43870	leaf	9874926	1	0	0
Pithovirus sibericum	species	610033	1	1	0
Comamonadaceae bacterium A1	species	2574013	1	1	0
Moorea producens PAL-8-15-08-1	leaf	9708656	1	1	0
Burkholderiales bacterium GJ-E10	species	3276549	1	1	0
Aureococcus anophagefferens virus	species	370920	1	0	0
Methylobacterium sp. C1	species	6459145	1	0	0
Mycobacterium phage Bernal13	species	42392	1	1	0
Corynebacterium sp. ATCC 6931	species	2471920	1	1	0
Sphingopyxis fribergensis	species	5202172	1	1	0
Paenibacillus sp. FSL R5-0345	species	6787172	1	1	0
Paenibacillus sp. FSL H7-0357	species	7692748	1	1	0
Sedimenticola thiotaurini	species	3962284	1	0	0
Lactobacillus sp. wkB8	species	1932531	1	0	0
Carnobacterium sp. CP1	species	2614401	1	1	0
Bacillus sp. BH072	species	4069641	1	0	0
Candidatus Methylopumilus turicensis	species	1754988	1	1	0
Myroides sp. A21	species	4155464	1	0	0
Pseudomonas cerasi	species	6345256	1	0	0
Ralstonia phage RSL2	species	223932	1	1	0
Yellowstone lake mimivirus	species	73689	1	1	0
Coxiella-like endosymbiont	species	1733840	1	0	0
Candidatus Nitrosopelagicus	genus	0	1	0	0
Tacheng Tick Virus 6	species	10787	1	1	0
Wuhan Mosquito Virus 9	species	13706	1	1	0
Confluentimicrobium sp. EMB200-NS6	species	4147426	1	1	0
Methanobrevibacter sp. YE315	species	2273296	1	1	0
Sphingomonas hengshuiensis	species	5228389	1	1	0
Pseudomonas sp. MRSN12121	species	6986763	1	0	0
Verrucomicrobia bacterium IMCC26134	species	4001000	1	1	0
Petrimonas mucosa	species	3717632	1	1	0
Devosia sp. H5989	species	4594249	1	0	0
Eggerthellales	order	2819407	1	0	0
Mycobacterium phage Phayonce	species	49203	1	1	0
Rhodococcus sp. PBTS 1	species	4251687	1	1	0
Rhodococcus sp. PBTS 2	species	5316948	1	1	0
Ottowia sp. oral taxon 894	species	2925783	1	1	0
Labrenzia sp. CP4	species	6051301	1	1	0
Akkermansia glycaniphila	species	3074078	1	1	0
Arthrobacter sp. LS16	species	3851242	1	0	0
Chelatococcus sp. CO-6	species	5243734	1	1	0
Klebsiella sp. G5	species	4702949	1	1	0
Methylomonas sp. DH-1	species	5127407	1	1	0
Kurthia sp. 11kri321	species	2964527	1	1	0
Leptolyngbya sp. NIES-3755	species	6761657	1	1	0
Thalassotalea sp. LPB0090	species	3861670	1	0	0
Deinococcus actinosclerus	species	3264334	1	0	0
Leptotrichia sp. oral taxon 847	species	2194935	1	1	0
Frondihabitans sp. PAMC 28766	species	4766863	1	0	0
Blautia sp. YL58	species	5128792	1	1	0
Arthrobacter phage Mudcat	species	59443	1	1	0
Burkholderia sp. OLGA172	species	8574890	1	0	0
Enterobacter cloacae complex 'Hoffmann cluster IV'	species	4899997	1	1	0
Candidatus Nitrosotenuis	genus	0	1	0	0
Enterobacter sp. ODB01	species	4534036	1	0	0
Lachnoclostridium sp. YL32	species	7225343	1	0	0
Sinorhizobium sp. RAC02	species	6626583	1	1	0
Bosea sp. RAC05	species	5620120	1	0	0
Exiguobacterium sp. U13-1	species	3208634	1	0	0
Arthrobacter sp. U41	species	4792631	1	1	0
Pseudomonas sp. A3(2016)	species	6823539	1	1	0
Pseudomonas sp. TCU-HL1	species	6256697	1	1	0
Borrelia hermsii HS1	leaf	1390006	1	0	0
Rhizobium sp. S41	species	5524367	1	0	0
Sulfolobus sp. A20	species	2688317	1	0	0
